iter	Logloss
171	0.3528032375
172	0.3525183125
173	0.3523630829
174	0.3521671853
175	0.3519488346
176	0.3516890359
177	0.3514526626
178	0.3512156801
179	0.3509558466
180	0.3507784007
181	0.3505929732
182	0.3503895246
183	0.3502369459
184	0.3499928788
185	0.3498052068
186	0.3496541435
187	0.3494762443
188	0.3493509706
189	0.3492099174
190	0.3490664726
191	0.3489117638
192	0.3487675992
193	0.3486442265
194	0.3484634287
195	0.3483225371
196	0.348111135
197	0.3479000638
198	0.3477826253
199	0.3476403351
200	0.3474762875
201	0.3473487714
202	0.3472528734
203	0.3471628577
204	0.3470164984
205	0.3468951138
206	0.3467751293
207	0.3465920865
208	0.3464901159
209	0.3463936114
210	0.3462752356
211	0.3461479664
212	0.3460094151
213	0.3458231681
214	0.3456984998
215	0.3455608599
216	0.3454297143
217	0.3453478697
218	0.3452743493
219	0.3451400736
220	0.3450244958
221	0.3449461905
222	0.3448740623
223	0.3448004236
224	0.3447254087
225	0.3446423977
226	0.3445249567
227	0.3444041992
228	0.3442504627
229	0.3441132653
230	0.3440063197
231	0.3438579493
232	0.3437488562
233	0.3436943318
234	0.3436340405
235	0.3435107537
236	0.3434417915
237	0.3433693854
238	0.3433082663
239	0.3432180105
240	0.3431257315
241	0.3430183185
242	0.342919657
243	0.3428264687
244	0.3427591491
245	0.3426958457
246	0.3425929002
247	0.3425470311
248	0.3424316433
249	0.3423021024
250	0.3422424064
251	0.3421584456
252	0.3420919946
253	0.3420139805
254	0.3419748328
255	0.3418516405
256	0.3417567567
257	0.3416776854
258	0.3415731341
259	0.3415029843
260	0.3414399759
261	0.341381143
262	0.3413306812
263	0.3412811311
264	0.3412039414
265	0.3411386551
266	0.3410756442
267	0.3410123549
268	0.3409524414
269	0.3409025927
270	0.3407957165
271	0.340716852
272	0.3406412403
273	0.3405966844
274	0.3405513166
275	0.3404863038
276	0.3404380862
277	0.34038781
278	0.3403189259
279	0.3402269646
280	0.3401772195
281	0.3401115159
282	0.3400645347
283	0.3399953742
284	0.3398954895
285	0.3398524115
286	0.33980228
287	0.3397452553
288	0.3397112018
289	0.3396780228
290	0.3396290162
291	0.3395839604
292	0.339528033
293	0.3394761534
294	0.3394123945
295	0.3393540773
296	0.3392929448
297	0.3392094165
298	0.3391542581
299	0.3390953282
300	0.3390408312
301	0.3390036346
302	0.3389653776
303	0.3389380686
304	0.3388460489
305	0.3388114282
306	0.3387371046
307	0.3387095653
308	0.338678646
309	0.3385911865
310	0.3385387594
311	0.3384587422
312	0.3384208552
313	0.3383623447
314	0.3383063356
315	0.3382677769
316	0.3382318855
317	0.3381609523
318	0.3381156444
319	0.338072161
320	0.3380512882
321	0.3380213956
322	0.3379779587
323	0.3379518257
324	0.3378646957
325	0.3378290965
326	0.3377866015
327	0.3377313692
328	0.3376963479
329	0.3376290753
330	0.3376029352
331	0.3375692908
332	0.3375266628
333	0.3374686705
334	0.3373941094
335	0.3373674737
336	0.3372888336
337	0.337260174
338	0.337200699
339	0.3371551759
340	0.3371152102
341	0.3370781293
342	0.3370560527
343	0.3369763451
344	0.3369119609
345	0.3368694402
346	0.3368424381
347	0.3367932504
348	0.3367426998
349	0.3367061621
350	0.3366843204
351	0.3366490548
352	0.3366186314
353	0.3365754549
354	0.3365526591
355	0.336529615
356	0.3364903069
357	0.3364558694
358	0.3364187779
359	0.3363705872
360	0.3363388343
361	0.33627439
362	0.3362472022
363	0.3362227895
364	0.3361741655
365	0.3361233242
366	0.3360816773
367	0.3360377667
368	0.3359655972
369	0.3359451239
370	0.3359001528
371	0.3358308876
372	0.3357936156
373	0.335764006
374	0.3357316667
375	0.3357076992
376	0.3356519961
377	0.3356150146
378	0.3355827701
379	0.3355656795
380	0.335536395
381	0.3355206797
382	0.3354915795
383	0.3354551257
384	0.3353940804
385	0.3353670391
386	0.3353382253
387	0.3352986374
388	0.3352620029
389	0.3352328325
390	0.3351956608
391	0.3351741036
392	0.335137344
393	0.3351169087
394	0.3351003867
395	0.3350514737
396	0.3350198382
397	0.3349892609
398	0.3349574565
399	0.334932828
400	0.3348916798
401	0.3348369449
402	0.3348005304
403	0.3347764766
404	0.3347193465
405	0.3347003416
406	0.3346844566
407	0.3346615222
408	0.3346087276
409	0.3345899805
410	0.3345556446
411	0.3345258338
412	0.334483884
413	0.3344489384
414	0.3344318275
415	0.3343936831
416	0.3343616058
417	0.334336751
418	0.3343135979
419	0.3343004079
420	0.3342833704
421	0.334262234
422	0.3342298301
423	0.3342134199
424	0.3341983717
425	0.3341690731
426	0.3341311576
427	0.3340982823
428	0.3340855582
429	0.3340638246
430	0.3340496412
431	0.3340167021
432	0.3339916913
433	0.3339740473
434	0.3339382581
435	0.3339085994
436	0.3338939285
437	0.3338552531
438	0.3338264188
439	0.3338154521
440	0.3337962656
441	0.3337767189
442	0.3337516219
443	0.333735623
444	0.3337222227
445	0.3337057073
446	0.3336876232
447	0.3336588543
448	0.3336390378
449	0.3336088572
450	0.3335907118
451	0.333558956
452	0.3335367157
453	0.3334961905
454	0.3334620703
455	0.3334335048
456	0.3333843808
457	0.3333467957
458	0.3333123413
459	0.3333010259
460	0.3332786735
461	0.3332662598
462	0.3332474598
463	0.3332322988
464	0.3332239396
465	0.3331958554
466	0.333177301
467	0.3331641011
468	0.3331468764
469	0.3331272217
470	0.3331006425
471	0.3330806418
472	0.3330619248
473	0.3330192772
474	0.3329953292
475	0.3329754222
476	0.3329672944
477	0.3329546277
478	0.3329401182
479	0.3329031353
480	0.3328950604
481	0.3328698269
482	0.3328495824
483	0.3328329498
484	0.3328225145
485	0.3328007555
486	0.3327830707
487	0.3327581144
488	0.3327431861
489	0.3326959208
490	0.332685616
491	0.3326591185
492	0.3326182162
493	0.3325972013
494	0.3325873072
495	0.3325751839
496	0.3325323611
497	0.3325027246
498	0.3324870756
499	0.3324769715
500	0.3324567821
501	0.3324456153
502	0.3324307135
503	0.332417884
504	0.3323912293
505	0.3323757368
506	0.3323622408
507	0.3323412077
508	0.3323299342
509	0.3323108741
510	0.3322977797
511	0.332291158
512	0.3322686239
513	0.3322577397
514	0.3322303156
515	0.3322177041
516	0.3322033842
517	0.3321856159
518	0.3321588973
519	0.3321184338
520	0.3320936188
521	0.3320826646
522	0.3320597372
523	0.3320476724
524	0.332027371
525	0.3320095234
526	0.3319908108
527	0.3319723976
528	0.3319627936
529	0.3319598603
530	0.331939665
531	0.3319206536
532	0.3319083707
533	0.3318965265
534	0.3318702662
535	0.3318558556
536	0.3318159468
537	0.3318006314
538	0.3317892966
539	0.3317676715
540	0.3317586083
541	0.3317404332
542	0.3317060478
543	0.3316915707
544	0.3316748614
545	0.3316305179
546	0.3315966293
547	0.3315837385
548	0.3315666115
549	0.3315525674
550	0.331519174
551	0.3314990544
552	0.3314801508
553	0.3314715519
554	0.3314480257
555	0.331446993
556	0.3314264145
557	0.3314010268
558	0.3313686259
559	0.3313461543
560	0.3313070488
561	0.3312968546
562	0.3312840584
563	0.3312773864
564	0.3312627479
565	0.3312497114
566	0.3312353934
567	0.3312285003
568	0.3312055586
569	0.3311959618
570	0.3311811142
571	0.3311632231
572	0.3311302564
573	0.3311208562
574	0.3311127749
575	0.3310916854
576	0.3310788956
577	0.3310661748
578	0.3310520431
579	0.3310480084
580	0.3310323415
581	0.3310172647
582	0.3310076798
583	0.3309970812
584	0.3309809812
585	0.3309721824
586	0.3309631712
587	0.3309455282
588	0.3309417978
589	0.330925973
590	0.3309225425
591	0.3309029524
592	0.3308958147
593	0.3308797106
594	0.3308726519
595	0.330853672
596	0.330842394
597	0.33083381
598	0.3308272735
599	0.3308133377
600	0.3308026043
601	0.330790136
602	0.3307785567
603	0.3307633094
604	0.330725628
605	0.3307030315
606	0.3306902075
607	0.3306751119
608	0.3306657253
609	0.3306523112
610	0.3306311127
611	0.3306163483
612	0.3306039733
613	0.3305855006
614	0.3305593103
615	0.3305401123
616	0.3305232664
617	0.3305090008
618	0.3304800799
619	0.3304670991
620	0.330454739
621	0.3304427539
622	0.3304134243
623	0.3303981162
624	0.3303851537
625	0.3303787874
626	0.3303608728
627	0.3303475752
628	0.3303391067
629	0.3303328034
630	0.3303220531
631	0.3303079978
632	0.3302823656
633	0.3302667851
634	0.3302627703
635	0.3302419304
636	0.3302259659
637	0.3302060388
638	0.3301978124
639	0.3301876913
640	0.3301806309
641	0.3301664218
642	0.3301539201
643	0.3301410928
644	0.3301269483
645	0.3301154682
646	0.3301079038
647	0.3300937058
648	0.3300673224
649	0.3300417782
650	0.3300336219
651	0.3300155873
652	0.3299971936
653	0.3299889852
654	0.329977715
655	0.3299642913
656	0.3299527264
657	0.3299437985
658	0.3299246555
659	0.3299152628
660	0.3298985221
661	0.329892042
662	0.329881917
663	0.3298680276
664	0.3298586449
665	0.3298525071
666	0.3298459193
667	0.3298387538
668	0.329829027
669	0.3298231001
670	0.3298134721
671	0.3297960327
672	0.3297841763
673	0.3297578849
674	0.3297315695
675	0.3297253392
676	0.3297123053
677	0.3297032446
678	0.3296902529
679	0.3296798167
680	0.329656785
681	0.3296434752
682	0.3296365999
683	0.329628429
684	0.3296127668
685	0.3295930337
686	0.3295809846
687	0.3295743954
688	0.3295632693
689	0.3295520526
690	0.3295448693
691	0.3295402046
692	0.3295198236
693	0.3295032016
694	0.3294987881
695	0.3294872283
696	0.3294747629
697	0.32945705
698	0.3294479185
699	0.3294341632
700	0.3294285761
701	0.3294127008
702	0.3294044773
703	0.3293959165
704	0.3293816847
705	0.3293746669
706	0.3293468361
707	0.3293245889
708	0.32931743
709	0.3293129838
710	0.3292943673
711	0.3292812974
712	0.3292785679
713	0.3292650699
714	0.3292560768
715	0.3292340399
716	0.3292203361
717	0.3292086298
718	0.3291948655
719	0.3291813535
720	0.3291776329
721	0.3291702193
722	0.3291634194
723	0.3291487481
724	0.32914455
725	0.3291352749
726	0.3291255902
727	0.3291189563
728	0.3290970515
729	0.3290862694
730	0.3290826348
731	0.3290606642
732	0.3290535414
733	0.3290446428
734	0.3290364162
735	0.329025637
736	0.3290192574
737	0.3290085692
738	0.3289983014
739	0.3289900462
740	0.3289791752
741	0.3289666128
742	0.3289552244
743	0.3289419085
744	0.3289314538
745	0.3289192558
746	0.3289075312
747	0.3289003351
748	0.3288956241
749	0.3288782714
750	0.3288597534
751	0.3288546154
752	0.3288415188
753	0.3288316664
754	0.3288242386
755	0.328816176
756	0.3288045924
757	0.3288025023
758	0.3287930821
759	0.3287890939
760	0.3287834605
761	0.3287733862
762	0.3287673995
763	0.3287540738
764	0.3287478807
765	0.3287339002
766	0.3287288478
767	0.3287057159
768	0.3286974734
769	0.3286911875
770	0.3286815702
771	0.3286751399
772	0.3286670016
773	0.3286602525
774	0.3286564201
775	0.3286510462
776	0.3286347714
777	0.3286283332
778	0.3286162182
779	0.3286032348
780	0.3285972891
781	0.3285909592
782	0.3285831341
783	0.3285655745
784	0.3285630523
785	0.328556624
786	0.3285479929
787	0.3285408123
788	0.3285342213
789	0.32852663
790	0.3285215009
791	0.3284946245
792	0.3284890362
793	0.3284849878
794	0.3284781461
795	0.3284690117
796	0.3284592238
797	0.3284527556
798	0.32844469
799	0.3284415827
800	0.3284301886
801	0.3284204619
802	0.3284066734
803	0.3283987588
804	0.3283887486
805	0.3283798509
806	0.3283767106
807	0.3283671753
808	0.3283561343
809	0.3283478403
810	0.3283358186
811	0.3283221767
812	0.3283142318
813	0.3283068969
814	0.3282974232
815	0.3282864263
816	0.3282762799
817	0.3282520703
818	0.3282493277
819	0.3282450373
820	0.3282372034
821	0.328211747
822	0.3282031242
823	0.328191714
824	0.328188972
825	0.3281792788
826	0.3281723448
827	0.3281690824
828	0.3281589569
829	0.3281489353
830	0.3281399011
831	0.3281357015
832	0.3281294408
833	0.3281197508
834	0.3281078834
835	0.3281070369
836	0.3280972778
837	0.3280858927
838	0.3280783452
839	0.3280721794
840	0.3280677828
841	0.328062069
842	0.3280598921
843	0.3280546703
844	0.3280486954
845	0.3280450266
846	0.3280180613
847	0.328007552
848	0.3279984904
849	0.3279927341
850	0.3279927313
851	0.3279844413
852	0.3279756763
853	0.3279676382
854	0.3279584992
855	0.3279513141
856	0.3279334505
857	0.3279290037
858	0.327926469
859	0.3279190494
860	0.3279126355
861	0.3279090709
862	0.3279004154
863	0.3278951112
864	0.327892651
865	0.3278851639
866	0.3278789295
867	0.3278699286
868	0.3278679192
869	0.3278530283
870	0.3278472338
871	0.3278392761
872	0.3278323749
873	0.3278276965
874	0.3278209595
875	0.3278164851
876	0.3278117048
877	0.3278026042
878	0.3277997452
879	0.3277903745
880	0.3277882968
881	0.3277827172
882	0.3277757626
883	0.3277701982
884	0.3277640648
885	0.3277563657
886	0.3277526802
887	0.3277470583
888	0.3277387824
889	0.3277301828
890	0.3277178153
891	0.3277145233
892	0.3277060597
893	0.3276980678
894	0.3276925063
895	0.3276825367
896	0.3276717274
897	0.3276559162
898	0.3276462902
899	0.3276433956
900	0.3276367389
901	0.3276316396
902	0.3276198168
903	0.3276132751
904	0.3276021807
905	0.3275947094
906	0.3275888976
907	0.3275836699
908	0.3275762173
909	0.3275698067
910	0.3275635252
911	0.3275574364
912	0.3275489664
913	0.327545734
914	0.3275200044
915	0.3275120976
916	0.3275097058
917	0.327505148
918	0.3275013183
919	0.327495262
920	0.3274904265
921	0.3274837617
922	0.3274819622
923	0.3274722322
924	0.3274691164
925	0.3274625
926	0.3274573047
927	0.3274544071
928	0.327452331
929	0.3274427931
930	0.3274210184
931	0.3274130454
932	0.3274015107
933	0.3273915748
934	0.3273869253
935	0.3273750138
936	0.3273690697
937	0.3273610622
938	0.3273564835
939	0.3273521624
940	0.3273352439
941	0.32733134
942	0.3273096543
943	0.327301053
944	0.3272966521
945	0.3272883057
946	0.3272717864
947	0.3272644987
948	0.3272584829
949	0.3272527465
950	0.3272361474
951	0.327227462
952	0.3272249747
953	0.3272135097
954	0.3272094829
955	0.3272074609
956	0.3271872924
957	0.3271826842
958	0.3271795592
959	0.3271574276
960	0.3271541351
961	0.3271440126
962	0.3271425046
963	0.3271340918
964	0.3271289752
965	0.3271187347
966	0.3271127645
967	0.3271044014
968	0.3270977987
969	0.3270879593
970	0.3270834665
971	0.327077283
972	0.3270729741
973	0.3270679135
974	0.3270602935
975	0.327051872
976	0.3270479297
977	0.3270438598
978	0.3270394572
979	0.3270327524
980	0.3270275297
981	0.3270142742
982	0.3269983903
983	0.3269726573
984	0.3269631971
985	0.3269581606
986	0.3269524283
987	0.3269482801
988	0.326942713
989	0.3269217994
990	0.3269169959
991	0.3269054233
992	0.3268951279
993	0.3268875218
994	0.3268848178
995	0.3268810507
996	0.3268761334
997	0.3268688748
998	0.3268636283
999	0.3268594746
